Currency,Date,Open,High,Low,Close,Volume,Market Cap
xrp,"Dec 04, 2019",0.219824,0.221770,0.212603,0.216348,"1,427,312,577","9,364,745,688"
xrp,"Dec 03, 2019",0.219516,0.223179,0.216675,0.219870,"1,017,648,495","9,517,202,026"
xrp,"Dec 02, 2019",0.225386,0.227203,0.217283,0.219581,"1,187,513,777","9,507,818,760"
xrp,"Dec 01, 2019",0.226466,0.226525,0.220253,0.225333,"1,176,237,060","9,756,884,341"
xrp,"Nov 30, 2019",0.230232,0.233615,0.224546,0.226474,"1,160,032,624","9,806,315,573"
xrp,"Nov 29, 2019",0.224623,0.231636,0.224129,0.230217,"1,325,761,774","9,968,382,707"
xrp,"Nov 28, 2019",0.225221,0.231131,0.224198,0.224570,"1,244,175,231","9,723,838,882"
xrp,"Nov 27, 2019",0.221845,0.228498,0.216199,0.225081,"1,608,881,984","9,745,970,911"
xrp,"Nov 26, 2019",0.218464,0.223212,0.214957,0.222145,"1,322,723,640","9,618,843,673"
xrp,"Nov 25, 2019",0.222832,0.225923,0.207013,0.218622,"9,415,068,271","9,466,286,656"
xrp,"Nov 24, 2019",0.236227,0.236373,0.223184,0.223184,"2,932,397,174","9,663,857,831"
xrp,"Nov 23, 2019",0.231574,0.236188,0.227707,0.236188,"1,480,512,363","10,226,933,084"
xrp,"Nov 22, 2019",0.243775,0.246417,0.225687,0.231600,"2,012,230,945","10,028,238,451"
xrp,"Nov 21, 2019",0.251316,0.253512,0.240784,0.243766,"1,586,333,624","10,555,043,277"
xrp,"Nov 20, 2019",0.256545,0.259139,0.250331,0.251364,"1,319,069,498","10,884,017,518"
xrp,"Nov 19, 2019",0.255646,0.258563,0.246971,0.256500,"1,420,685,334","11,106,437,807"
xrp,"Nov 18, 2019",0.265137,0.265514,0.249842,0.255653,"1,452,996,115","11,069,403,326"
xrp,"Nov 17, 2019",0.264009,0.269385,0.262832,0.265253,"1,273,573,229","11,485,052,604"
xrp,"Nov 16, 2019",0.261694,0.265443,0.260609,0.263886,"1,195,333,401","11,425,884,645"
xrp,"Nov 15, 2019",0.270463,0.271049,0.259878,0.261654,"1,548,251,349","11,329,241,896"
xrp,"Nov 14, 2019",0.272903,0.273868,0.268069,0.270391,"1,264,478,184","11,707,513,880"
xrp,"Nov 13, 2019",0.272379,0.275665,0.271303,0.273036,"1,278,922,350","11,822,051,383"
xrp,"Nov 12, 2019",0.275179,0.277042,0.270781,0.272418,"1,404,766,289","11,795,294,866"
xrp,"Nov 11, 2019",0.280164,0.281727,0.272008,0.275086,"1,437,677,669","11,910,794,571"
xrp,"Nov 10, 2019",0.280273,0.283117,0.276669,0.280204,"1,557,437,413","12,132,388,502"
xrp,"Nov 09, 2019",0.276863,0.282471,0.276328,0.280196,"1,449,652,131","12,117,941,815"
xrp,"Nov 08, 2019",0.292438,0.292612,0.274005,0.276953,"2,026,687,432","11,977,697,598"
xrp,"Nov 07, 2019",0.310175,0.313278,0.283395,0.292431,"2,430,065,390","12,647,080,586"
xrp,"Nov 06, 2019",0.301103,0.311605,0.298735,0.310086,"1,790,567,871","13,410,631,514"
xrp,"Nov 05, 2019",0.299906,0.304524,0.297917,0.301255,"1,964,177,330","13,028,715,563"
xrp,"Nov 04, 2019",0.291236,0.299949,0.290893,0.299937,"1,647,597,869","12,971,721,432"
xrp,"Nov 03, 2019",0.296272,0.297173,0.288818,0.291261,"1,381,510,371","12,596,463,117"
xrp,"Nov 02, 2019",0.292688,0.299039,0.292539,0.296263,"1,460,243,469","12,812,796,808"
xrp,"Nov 01, 2019",0.296389,0.296487,0.288932,0.292642,"1,572,251,058","12,656,190,134"
xrp,"Oct 31, 2019",0.296527,0.302379,0.290938,0.296358,"1,666,132,252","12,816,900,825"
xrp,"Oct 30, 2019",0.301913,0.305180,0.292403,0.296555,"1,883,224,296","12,825,432,798"
xrp,"Oct 29, 2019",0.295991,0.307984,0.295357,0.301956,"2,125,813,360","13,058,999,924"
xrp,"Oct 28, 2019",0.298143,0.302837,0.293587,0.296007,"2,061,536,473","12,801,729,616"
xrp,"Oct 27, 2019",0.293886,0.301481,0.289935,0.298100,"2,237,941,946","12,892,254,871"
xrp,"Oct 26, 2019",0.298039,0.310290,0.286818,0.293699,"3,122,465,894","12,701,942,701"
xrp,"Oct 25, 2019",0.278607,0.299947,0.277240,0.298165,"2,486,979,029","12,895,056,501"
xrp,"Oct 24, 2019",0.274101,0.281281,0.269274,0.278491,"1,638,078,551","12,042,668,475"
xrp,"Oct 23, 2019",0.291556,0.292737,0.260083,0.274143,"2,172,985,938","11,854,650,118"
xrp,"Oct 22, 2019",0.293019,0.301484,0.291104,0.291607,"1,632,212,674","12,609,856,226"
xrp,"Oct 21, 2019",0.294265,0.294720,0.289768,0.292979,"1,609,355,490","12,669,199,713"
xrp,"Oct 20, 2019",0.293042,0.297051,0.285773,0.294179,"1,804,228,003","12,721,101,190"
xrp,"Oct 19, 2019",0.294852,0.299229,0.289901,0.293022,"1,768,492,071","12,671,070,331"
xrp,"Oct 18, 2019",0.302340,0.302340,0.286964,0.295005,"1,809,664,285","12,756,788,002"
xrp,"Oct 17, 2019",0.284556,0.302481,0.282608,0.302315,"1,807,694,164","13,049,972,343"
xrp,"Oct 16, 2019",0.288895,0.292086,0.280962,0.284640,"1,626,378,642","12,286,985,753"
xrp,"Oct 15, 2019",0.296438,0.298265,0.284174,0.288702,"1,686,563,830","12,462,323,338"
xrp,"Oct 14, 2019",0.277626,0.296590,0.276666,0.296523,"1,685,629,956","12,799,942,425"
xrp,"Oct 13, 2019",0.273129,0.281705,0.272383,0.277765,"1,176,911,158","11,990,204,703"
xrp,"Oct 12, 2019",0.271115,0.278960,0.271074,0.273191,"1,100,066,310","11,792,798,089"
xrp,"Oct 11, 2019",0.272109,0.275936,0.268589,0.271099,"1,265,760,690","11,702,493,149"
xrp,"Oct 10, 2019",0.281551,0.281551,0.268893,0.272073,"1,383,555,182","11,744,507,007"
xrp,"Oct 09, 2019",0.278392,0.283725,0.274915,0.281627,"1,579,225,264","12,156,932,944"
xrp,"Oct 08, 2019",0.275829,0.283569,0.271744,0.278459,"1,518,125,769","12,020,170,580"
xrp,"Oct 07, 2019",0.257570,0.279092,0.255627,0.275685,"1,938,984,643","11,900,420,320"
xrp,"Oct 06, 2019",0.253434,0.257705,0.252341,0.257705,"965,338,466","11,112,666,133"
xrp,"Oct 05, 2019",0.253608,0.256505,0.249384,0.253457,"944,304,199","10,929,504,865"
xrp,"Oct 04, 2019",0.247924,0.256247,0.247425,0.253935,"1,078,860,456","10,950,104,521"
xrp,"Oct 03, 2019",0.253457,0.253503,0.244366,0.247860,"1,043,933,395","10,688,160,807"
xrp,"Oct 02, 2019",0.249618,0.254884,0.246791,0.253539,"1,093,145,013","10,933,024,350"
xrp,"Oct 01, 2019",0.256213,0.260526,0.247843,0.249565,"1,319,433,697","10,761,681,803"
xrp,"Sep 30, 2019",0.241383,0.260146,0.238320,0.255933,"1,662,002,377","11,036,254,662"
xrp,"Sep 29, 2019",0.242592,0.243348,0.237544,0.241388,"931,369,885","10,399,003,153"
xrp,"Sep 28, 2019",0.244023,0.245047,0.240754,0.242571,"978,211,509","10,449,975,028"
xrp,"Sep 27, 2019",0.243712,0.246306,0.236745,0.244021,"1,277,746,422","10,512,410,924"
xrp,"Sep 26, 2019",0.246448,0.250457,0.234037,0.243784,"1,387,714,462","10,502,200,054"
xrp,"Sep 25, 2019",0.235483,0.248962,0.234906,0.246441,"1,800,796,894","10,616,698,451"
xrp,"Sep 24, 2019",0.268686,0.272868,0.227052,0.235226,"2,114,210,733","10,133,548,682"
xrp,"Sep 23, 2019",0.278602,0.286114,0.268575,0.268675,"1,484,938,724","11,574,524,621"
xrp,"Sep 22, 2019",0.289460,0.289673,0.274316,0.278931,"1,242,282,758","12,009,356,968"
xrp,"Sep 21, 2019",0.294456,0.297573,0.287775,0.289443,"1,266,771,269","12,461,952,068"
xrp,"Sep 20, 2019",0.302455,0.302455,0.288729,0.294470,"1,558,069,366","12,678,417,604"
xrp,"Sep 19, 2019",0.313740,0.313814,0.287051,0.302441,"2,314,376,584","13,021,616,393"
xrp,"Sep 18, 2019",0.284163,0.322034,0.283921,0.313776,"2,548,478,917","13,509,644,789"
xrp,"Sep 17, 2019",0.260862,0.294556,0.260308,0.285013,"1,981,364,786","12,262,515,974"
xrp,"Sep 16, 2019",0.261574,0.263923,0.259181,0.260952,"878,264,190","11,227,300,186"
xrp,"Sep 15, 2019",0.261170,0.264858,0.259714,0.261628,"859,761,210","11,256,389,684"
xrp,"Sep 14, 2019",0.255485,0.264492,0.254848,0.261167,"1,005,057,194","11,236,551,220"
xrp,"Sep 13, 2019",0.254795,0.256326,0.253137,0.255551,"869,481,607","10,994,948,160"
xrp,"Sep 12, 2019",0.255973,0.257015,0.252555,0.254811,"974,717,877","10,963,094,269"
xrp,"Sep 11, 2019",0.258692,0.259832,0.253401,0.255956,"992,565,704","11,012,382,024"
xrp,"Sep 10, 2019",0.259690,0.263649,0.256105,0.258671,"975,503,111","11,129,180,970"
xrp,"Sep 09, 2019",0.263247,0.263694,0.257643,0.259562,"1,157,441,363","11,157,198,091"
xrp,"Sep 08, 2019",0.260777,0.264973,0.259270,0.263084,"1,043,077,809","11,308,589,245"
xrp,"Sep 07, 2019",0.252411,0.262488,0.251273,0.260687,"962,765,309","11,205,531,353"
xrp,"Sep 06, 2019",0.256269,0.259332,0.250805,0.252340,"1,063,044,201","10,846,757,543"
xrp,"Sep 05, 2019",0.259912,0.260707,0.254960,0.256346,"1,050,490,375","11,018,940,997"
xrp,"Sep 04, 2019",0.263185,0.263185,0.258212,0.259905,"1,068,332,805","11,171,918,974"
xrp,"Sep 03, 2019",0.260838,0.265279,0.258163,0.263139,"1,162,545,093","11,310,944,375"
xrp,"Sep 02, 2019",0.258064,0.262465,0.254383,0.260820,"1,044,772,829","11,211,279,067"
xrp,"Sep 01, 2019",0.259171,0.259659,0.254306,0.258054,"825,579,908","11,092,364,972"
xrp,"Aug 31, 2019",0.256195,0.260507,0.255454,0.259204,"845,142,390","11,141,812,866"
xrp,"Aug 30, 2019",0.256951,0.257325,0.252734,0.256218,"997,071,647","11,013,445,816"
xrp,"Aug 29, 2019",0.257461,0.261091,0.249951,0.257045,"1,279,995,807","11,035,685,652"
xrp,"Aug 28, 2019",0.269583,0.270293,0.252948,0.257450,"1,275,267,910","11,053,053,032"
xrp,"Aug 27, 2019",0.270899,0.271042,0.266216,0.269618,"1,028,940,804","11,575,485,111"
xrp,"Aug 26, 2019",0.269946,0.277432,0.268575,0.270788,"1,332,395,984","11,625,706,519"
xrp,"Aug 25, 2019",0.272612,0.274924,0.267954,0.270088,"964,693,737","11,589,356,109"
xrp,"Aug 24, 2019",0.276543,0.276543,0.267527,0.272553,"934,380,519","11,695,124,196"
xrp,"Aug 23, 2019",0.270575,0.277568,0.268560,0.276545,"999,419,343","11,866,405,277"
xrp,"Aug 22, 2019",0.265802,0.273342,0.261967,0.270944,"1,065,712,731","11,620,983,953"
xrp,"Aug 21, 2019",0.275765,0.275765,0.260688,0.266261,"1,164,536,124","11,420,125,836"
xrp,"Aug 20, 2019",0.283159,0.283241,0.273442,0.275806,"1,056,822,925","11,829,516,782"
xrp,"Aug 19, 2019",0.282290,0.289091,0.278425,0.283328,"1,241,578,947","12,152,144,825"
xrp,"Aug 18, 2019",0.265714,0.288718,0.263579,0.282646,"1,216,547,019","12,122,901,988"
xrp,"Aug 17, 2019",0.261885,0.268046,0.259252,0.265721,"1,004,931,822","11,396,948,393"
xrp,"Aug 16, 2019",0.265075,0.265452,0.256977,0.261971,"1,133,224,404","11,236,137,963"
xrp,"Aug 15, 2019",0.263707,0.268241,0.256112,0.264882,"1,342,788,578","11,360,984,400"
xrp,"Aug 14, 2019",0.296719,0.297220,0.252390,0.263343,"1,794,754,610","11,294,964,982"
xrp,"Aug 13, 2019",0.300661,0.301178,0.293562,0.296639,"853,175,560","12,723,035,972"
xrp,"Aug 12, 2019",0.302169,0.303528,0.298506,0.300322,"762,308,356","12,881,006,909"
xrp,"Aug 11, 2019",0.298566,0.306181,0.296911,0.301915,"838,671,654","12,943,909,474"
xrp,"Aug 10, 2019",0.297245,0.304747,0.293443,0.298721,"1,077,459,339","12,806,941,381"
xrp,"Aug 09, 2019",0.307567,0.308218,0.293271,0.297343,"1,021,136,188","12,747,895,720"
xrp,"Aug 08, 2019",0.311785,0.312618,0.305112,0.307661,"907,305,889","13,190,251,227"
xrp,"Aug 07, 2019",0.311492,0.315573,0.308720,0.311969,"967,534,123","13,374,954,845"
xrp,"Aug 06, 2019",0.324018,0.324946,0.308895,0.311326,"1,069,603,911","13,347,360,882"
xrp,"Aug 05, 2019",0.319723,0.331414,0.319410,0.323564,"1,203,381,139","13,872,050,658"
xrp,"Aug 04, 2019",0.316862,0.322925,0.312325,0.319842,"926,896,287","13,712,472,285"
xrp,"Aug 03, 2019",0.312506,0.319651,0.311696,0.316757,"789,419,360","13,580,218,029"
xrp,"Aug 02, 2019",0.317809,0.318876,0.310844,0.312394,"816,728,848","13,393,149,204"
xrp,"Aug 01, 2019",0.320734,0.320851,0.313134,0.317906,"882,867,288","13,629,460,730"
xrp,"Jul 31, 2019",0.317887,0.322465,0.317244,0.320909,"996,700,948","13,758,215,467"
xrp,"Jul 30, 2019",0.311090,0.320407,0.307865,0.318470,"928,714,010","13,653,644,725"
xrp,"Jul 29, 2019",0.311996,0.313812,0.308020,0.310658,"807,093,679","13,318,731,525"
xrp,"Jul 28, 2019",0.310631,0.312774,0.304110,0.312288,"846,655,034","13,376,153,627"
xrp,"Jul 27, 2019",0.323512,0.326285,0.307301,0.310528,"1,163,969,614","13,300,742,951"
xrp,"Jul 26, 2019",0.314740,0.324508,0.309720,0.323530,"1,039,753,781","13,857,657,307"
xrp,"Jul 25, 2019",0.315859,0.321363,0.313881,0.314810,"1,086,214,216","13,484,184,546"
xrp,"Jul 24, 2019",0.309885,0.316471,0.305276,0.315947,"1,222,619,064","13,532,870,285"
xrp,"Jul 23, 2019",0.322267,0.322349,0.307652,0.309926,"1,015,322,888","13,274,967,598"
xrp,"Jul 22, 2019",0.331368,0.331670,0.318133,0.322106,"1,079,720,970","13,796,653,786"
xrp,"Jul 21, 2019",0.333682,0.335870,0.323308,0.331309,"1,045,044,900","14,190,843,704"
xrp,"Jul 20, 2019",0.320490,0.340477,0.320079,0.333209,"1,288,327,249","14,272,232,666"
xrp,"Jul 19, 2019",0.322964,0.324509,0.314147,0.320605,"1,181,194,676","13,732,383,140"
xrp,"Jul 18, 2019",0.310748,0.326506,0.306624,0.323176,"1,460,358,426","13,842,515,320"
xrp,"Jul 17, 2019",0.296762,0.322181,0.294550,0.310613,"2,478,342,585","13,304,378,913"
xrp,"Jul 16, 2019",0.315186,0.320242,0.291294,0.296726,"1,527,503,243","12,630,613,062"
xrp,"Jul 15, 2019",0.306575,0.321783,0.298669,0.315310,"1,638,295,919","13,421,671,800"
xrp,"Jul 14, 2019",0.332685,0.334864,0.305326,0.306426,"1,365,358,144","13,043,521,742"
xrp,"Jul 13, 2019",0.344704,0.345083,0.325289,0.332179,"1,076,509,239","14,139,724,265"
xrp,"Jul 12, 2019",0.330343,0.349789,0.323298,0.344118,"1,641,965,115","14,647,922,420"
xrp,"Jul 11, 2019",0.363446,0.363634,0.322926,0.330335,"2,056,220,396","14,061,255,160"
xrp,"Jul 10, 2019",0.394857,0.397920,0.352078,0.363775,"2,300,685,763","15,484,656,712"
xrp,"Jul 09, 2019",0.401645,0.406549,0.391286,0.394168,"1,413,299,253","16,778,394,835"
xrp,"Jul 08, 2019",0.397261,0.402690,0.392328,0.401533,"1,253,488,309","17,091,878,214"
xrp,"Jul 07, 2019",0.389503,0.398887,0.387624,0.397047,"1,210,813,690","16,900,947,895"
xrp,"Jul 06, 2019",0.379139,0.408374,0.378463,0.389055,"1,521,409,875","16,560,748,581"
xrp,"Jul 05, 2019",0.388729,0.388729,0.375611,0.378964,"1,286,860,595","16,131,219,596"
xrp,"Jul 04, 2019",0.408316,0.408655,0.387974,0.388719,"1,385,563,454","16,546,425,930"
xrp,"Jul 03, 2019",0.400178,0.409239,0.396724,0.408532,"1,436,716,899","17,389,810,699"
xrp,"Jul 02, 2019",0.406414,0.409737,0.384477,0.400204,"1,676,193,189","17,035,325,314"
xrp,"Jul 01, 2019",0.395900,0.417618,0.389673,0.406862,"1,783,852,226","17,318,727,257"
