Currency,Date,Open,High,Low,Close,Volume,Market Cap
xrp,2019-12-04,0.219824,0.22177,0.212603,0.216348,"1,427,312,577","9,364,745,688"
xrp,2019-12-03,0.219516,0.223179,0.216675,0.21987,"1,017,648,495","9,517,202,026"
xrp,2019-12-02,0.225386,0.227203,0.217283,0.219581,"1,187,513,777","9,507,818,760"
xrp,2019-12-01,0.226466,0.226525,0.220253,0.225333,"1,176,237,060","9,756,884,341"
xrp,2019-11-30,0.230232,0.233615,0.224546,0.226474,"1,160,032,624","9,806,315,573"
xrp,2019-11-29,0.224623,0.231636,0.224129,0.230217,"1,325,761,774","9,968,382,707"
xrp,2019-11-28,0.225221,0.231131,0.224198,0.22457,"1,244,175,231","9,723,838,882"
xrp,2019-11-27,0.221845,0.228498,0.216199,0.225081,"1,608,881,984","9,745,970,911"
xrp,2019-11-26,0.218464,0.223212,0.214957,0.222145,"1,322,723,640","9,618,843,673"
xrp,2019-11-25,0.222832,0.225923,0.207013,0.218622,"9,415,068,271","9,466,286,656"
xrp,2019-11-24,0.236227,0.236373,0.223184,0.223184,"2,932,397,174","9,663,857,831"
xrp,2019-11-23,0.231574,0.236188,0.227707,0.236188,"1,480,512,363","10,226,933,084"
xrp,2019-11-22,0.243775,0.246417,0.225687,0.2316,"2,012,230,945","10,028,238,451"
xrp,2019-11-21,0.251316,0.253512,0.240784,0.243766,"1,586,333,624","10,555,043,277"
xrp,2019-11-20,0.256545,0.259139,0.250331,0.251364,"1,319,069,498","10,884,017,518"
xrp,2019-11-19,0.255646,0.258563,0.246971,0.2565,"1,420,685,334","11,106,437,807"
xrp,2019-11-18,0.265137,0.265514,0.249842,0.255653,"1,452,996,115","11,069,403,326"
xrp,2019-11-17,0.264009,0.269385,0.262832,0.265253,"1,273,573,229","11,485,052,604"
xrp,2019-11-16,0.261694,0.265443,0.260609,0.263886,"1,195,333,401","11,425,884,645"
xrp,2019-11-15,0.270463,0.271049,0.259878,0.261654,"1,548,251,349","11,329,241,896"
xrp,2019-11-14,0.272903,0.273868,0.268069,0.270391,"1,264,478,184","11,707,513,880"
xrp,2019-11-13,0.272379,0.275665,0.271303,0.273036,"1,278,922,350","11,822,051,383"
xrp,2019-11-12,0.275179,0.277042,0.270781,0.272418,"1,404,766,289","11,795,294,866"
xrp,2019-11-11,0.280164,0.281727,0.272008,0.275086,"1,437,677,669","11,910,794,571"
xrp,2019-11-10,0.280273,0.283117,0.276669,0.280204,"1,557,437,413","12,132,388,502"
xrp,2019-11-09,0.276863,0.282471,0.276328,0.280196,"1,449,652,131","12,117,941,815"
xrp,2019-11-08,0.292438,0.292612,0.274005,0.276953,"2,026,687,432","11,977,697,598"
xrp,2019-11-07,0.310175,0.313278,0.283395,0.292431,"2,430,065,390","12,647,080,586"
xrp,2019-11-06,0.301103,0.311605,0.298735,0.310086,"1,790,567,871","13,410,631,514"
xrp,2019-11-05,0.299906,0.304524,0.297917,0.301255,"1,964,177,330","13,028,715,563"
xrp,2019-11-04,0.291236,0.299949,0.290893,0.299937,"1,647,597,869","12,971,721,432"
xrp,2019-11-03,0.296272,0.297173,0.288818,0.291261,"1,381,510,371","12,596,463,117"
xrp,2019-11-02,0.292688,0.299039,0.292539,0.296263,"1,460,243,469","12,812,796,808"
xrp,2019-11-01,0.296389,0.296487,0.288932,0.292642,"1,572,251,058","12,656,190,134"
xrp,2019-10-31,0.296527,0.302379,0.290938,0.296358,"1,666,132,252","12,816,900,825"
xrp,2019-10-30,0.301913,0.30518,0.292403,0.296555,"1,883,224,296","12,825,432,798"
xrp,2019-10-29,0.295991,0.307984,0.295357,0.301956,"2,125,813,360","13,058,999,924"
xrp,2019-10-28,0.298143,0.302837,0.293587,0.296007,"2,061,536,473","12,801,729,616"
xrp,2019-10-27,0.293886,0.301481,0.289935,0.2981,"2,237,941,946","12,892,254,871"
xrp,2019-10-26,0.298039,0.31029,0.286818,0.293699,"3,122,465,894","12,701,942,701"
xrp,2019-10-25,0.278607,0.299947,0.27724,0.298165,"2,486,979,029","12,895,056,501"
xrp,2019-10-24,0.274101,0.281281,0.269274,0.278491,"1,638,078,551","12,042,668,475"
xrp,2019-10-23,0.291556,0.292737,0.260083,0.274143,"2,172,985,938","11,854,650,118"
xrp,2019-10-22,0.293019,0.301484,0.291104,0.291607,"1,632,212,674","12,609,856,226"
xrp,2019-10-21,0.294265,0.29472,0.289768,0.292979,"1,609,355,490","12,669,199,713"
xrp,2019-10-20,0.293042,0.297051,0.285773,0.294179,"1,804,228,003","12,721,101,190"
